effective_creep_strain,effective_plastic_strain,id,stress_xx,stress_xy,stress_xz,stress_yy,stress_yz,stress_zz,x,y,z
2.5820347249953e-07,0.00098934831339348,23,201978696.62679,1.0698606035117e-07,6.3448796135799e-08,-1.3979151844978e-06,1.8878156435278e-09,1.6652047634125e-06,0.0115,0.0015,0.000125
2.5820347250061e-07,0.00098934831339357,24,201978696.62679,-2.3148122385368e-08,2.6137214168537e-08,-1.024454832077e-08,2.6170110728835e-08,-3.5390257835388e-08,0.0005,0.0025,0.000125
2.5820347250061e-07,0.00098934831339357,25,201978696.62679,8.9916747913268e-09,9.1349948633567e-08,-2.0675361156464e-07,-1.4056796800509e-08,-2.2351741790771e-07,0.0015,0.0025,0.000125
2.5820347250061e-07,0.00098934831339357,26,201978696.62679,7.3807485058229e-09,9.6207659515445e-08,-1.201406121254e-07,-6.81955470192e-09,-1.4156103134155e-07,0.0025,0.0025,0.000125
2.5820347250061e-07,0.00098934831339357,27,201978696.62679,7.8728560254418e-09,6.9355032245013e-09,-6.5192580223083e-08,2.3632494546336e-08,-5.2154064178467e-08,0.0035,0.0025,0.000125
2.5820347250061e-07,0.00098934831339357,28,201978696.62679,5.6190205500444e-08,1.1303467661351e-07,-7.82310962677e-08,1.4566020057282e-08,-4.0978193283081e-08,0.0045,0.0025,0.000125
2.5820347250061e-07,0.00098934831339357,29,201978696.62679,-5.1342056703228e-08,9.5808675992501e-08,-1.1362135410309e-07,2.0327578597841e-08,-2.0116567611694e-07,0.0055,0.0025,0.000125
2.5820347250061e-07,0.00098934831339357,30,201978696.62679,-5.0398047867963e-08,-2.4080949399415e-08,-2.1606683731079e-07,3.4364423163051e-08,-2.2910535335541e-07,0.0065,0.0025,0.000125
2.5820347250061e-07,0.00098934831339357,31,201978696.62679,-4.1102560866659e-08,-3.8866066781819e-08,-4.936009645462e-08,5.2891245591642e-08,-5.9604644775391e-08,0.0075,0.0025,0.000125
2.5820347250061e-07,0.00098934831339356,32,201978696.62679,-6.6988054480386e-08,-4.1316960909221e-08,-2.3283064365387e-08,7.2646099748158e-08,-9.1269612312317e-08,0.0085,0.0025,0.000125
2.5820347250064e-07,0.00098934831339355,33,201978696.62679,-1.2862806969075e-07,-3.8804030358392e-08,-1.145526766777e-07,-2.0316888376595e-08,-3.2968819141388e-07,0.0095,0.0025,0.000125
2.582034725005e-07,0.00098934831339354,34,201978696.62679,-2.020474369929e-07,-7.1986602804573e-08,-1.9092112779617e-07,2.0489473678422e-08,-2.7008354663849e-07,0.0105,0.0025,0.000125
2.5820347249946e-07,0.0009893483133935,35,201978696.62679,-8.7018669453133e-08,-9.897700866564e-08,-5.7555735111237e-07,3.4494660630956e-08,1.0617077350616e-06,0.0115,0.0025,0.000125
2.582034725006e-07,0.00098934831339357,36,201978696.62679,-5.2289683323153e-09,2.4333708681078e-08,-1.3597309589386e-07,1.417370173272e-08,-1.4342367649078e-07,0.0005,0.0035,0.000125
2.582034725006e-07,0.00098934831339357,37,201978696.62679,4.1130605491106e-08,2.1017601421586e-08,-7.4505805969238e-08,-3.0993857257397e-08,-1.2107193470001e-07,0.0015,0.0035,0.000125
2.582034725006e-07,0.00098934831339357,38,201978696.62679,-2.7595534733898e-08,4.071604876381e-08,-1.3876706361771e-07,-7.8195581954747e-08,-1.5087425708771e-07,0.0025,0.0035,0.000125
2.582034725006e-07,0.00098934831339357,39,201978696.62679,-6.1260846099106e-08,5.2270033946995e-08,6.1467289924622e-08,5.0977313323376e-08,-1.6763806343079e-08,0.0035,0.0035,0.000125
2.582034725006e-07,0.00098934831339357,40,201978696.62679,-2.8577175053706e-08,2.3689599502705e-07,1.145526766777e-07,-2.199926436225e-08,3.7252902984619e-08,0.0045,0.0035,0.000125
2.5820347250061e-07,0.00098934831339357,41,201978696.62679,2.4316229832411e-08,1.8111322159895e-07,-2.1606683731079e-07,-2.1430875367796e-08,-3.3155083656311e-07,0.0055,0.0035,0.000125
2.5820347250061e-07,0.00098934831339357,42,201978696.62679,8.7771243411181e-08,-2.6364074725121e-08,-2.1420419216156e-07,-1.6233322086407e-08,-2.589076757431e-07,0.0065,0.0035,0.000125
2.5820347250061e-07,0.00098934831339356,43,201978696.62679,-1.3282448941784e-07,-3.8598654286323e-07,1.7322599887848e-07,7.1194543127737e-08,1.3969838619232e-07,0.0075,0.0035,0.000125
2.5820347250062e-07,0.00098934831339355,44,201978696.62679,-1.9644823606366e-08,-8.8599882663918e-08,1.6670674085617e-07,6.3227314169202e-08,1.0989606380463e-07,0.0085,0.0035,0.000125
2.5820347250068e-07,0.00098934831339354,45,201978696.62679,5.0721106207283e-08,-3.1646770014489e-08,-6.6123902797699e-08,3.7242304708617e-08,-2.4959444999695e-07,0.0095,0.0035,0.000125
2.5820347250052e-07,0.00098934831339354,46,201978696.62679,-9.2480817307813e-08,-4.1174235649314e-07,1.806765794754e-07,-3.9456215552451e-08,-1.4714896678925e-07,0.0105,0.0035,0.000125
2.582034724994e-07,0.00098934831339352,47,201978696.62679,-7.9686212367316e-08,-4.6293644096207e-08,-2.0954757928848e-07,-1.5002493934519e-08,2.9429793357849e-07,0.0115,0.0035,0.000125
2.582034725006e-07,0.00098934831339357,48,201978696.62679,-1.1136479914772e-08,9.7347688817528e-09,-6.1467289924622e-08,3.9456635200892e-08,-6.1467289924622e-08,0.0005,0.0045,0.000125
2.582034725006e-07,0.00098934831339357,49,201978696.62679,-6.9689190520883e-09,8.6381084313466e-09,-1.8347054719925e-07,3.3949629513378e-08,-1.6763806343079e-07,0.0015,0.0045,0.000125
2.582034725006e-07,0.00098934831339357,50,201978696.62679,-3.9568919875001e-09,1.3632702374202e-07,1.6763806343079e-08,-6.4187044799207e-08,3.5390257835388e-08,0.0025,0.0045,0.000125
2.582034725006e-07,0.00098934831339357,51,201978696.62679,9.504371829655e-09,9.417222493907e-08,1.8626451492309e-09,-8.5193052222729e-09,9.3132257461548e-09,0.0035,0.0045,0.000125
2.582034725006e-07,0.00098934831339357,52,201978696.62679,-4.3348672893082e-08,7.4306501789294e-08,7.5437128543854e-08,6.5276750253634e-08,7.0780515670776e-08,0.0045,0.0045,0.000125
2.582034725006e-07,0.00098934831339357,53,201978696.62679,-9.0018390350715e-08,1.8785577389955e-07,-8.2887709140778e-08,-3.7375055014873e-08,-9.685754776001e-08,0.0055,0.0045,0.000125
2.582034725006e-07,0.00098934831339356,54,201978696.62679,-5.7481167704499e-08,4.6880044098599e-08,-3.7346035242081e-07,-7.8487774224823e-08,-3.7252902984619e-07,0.0065,0.0045,0.000125
2.582034725006e-07,0.00098934831339356,55,201978696.62679,9.3882509506652e-08,1.886550498825e-08,-5.5879354476929e-08,-6.423976684821e-08,-1.5087425708771e-07,0.0075,0.0045,0.000125
2.5820347250061e-07,0.00098934831339355,56,201978696.62679,-8.436676848417e-09,-6.9881171453416e-07,2.644956111908e-07,9.6038237354817e-08,2.644956111908e-07,0.0085,0.0045,0.000125
2.5820347250068e-07,0.00098934831339354,57,201978696.62679,-1.006760420358e-07,1.3690195556231e-07,-4.5541673898697e-07,-1.5170001155795e-09,-4.2840838432312e-07,0.0095,0.0045,0.000125
2.5820347250056e-07,0.00098934831339354,58,201978696.62679,1.7953702965853e-07,1.4310859510032e-07,4.6566128730774e-08,-5.4700957066705e-08,-2.2351741790771e-07,0.0105,0.0045,0.000125
2.5820347249943e-07,0.00098934831339355,59,201978696.62679,7.0749998536237e-08,5.9668379786008e-09,1.862645149231e-09,-8.6186517746313e-08,1.0430812835693e-07,0.0115,0.0045,0.000125
2.582034725006e-07,0.00098934831339357,60,201978696.62679,1.848341253026e-08,-1.6815878664022e-09,4.0978193283081e-08,-1.2154276302192e-08,2.0489096641541e-08,0.0005,0.0055,0.000125
2.582034725006e-07,0.00098934831339357,61,201978696.62679,-3.6767094829501e-09,-1.648024763431e-08,-2.0302832126617e-07,6.4232636240965e-08,-1.6577541828156e-07,0.0015,0.0055,0.000125
2.582034725006e-07,0.00098934831339357,62,201978696.62679,-2.2712968065223e-08,-4.618672518528e-08,-2.1420419216156e-08,-4.3596970793038e-08,-4.8428773880005e-08,0.0025,0.0055,0.000125
2.5820347250059e-07,0.00098934831339357,63,201978696.62679,3.8175025717824e-08,7.1523245758781e-08,-3.6135315895081e-07,8.3486114508022e-08,-4.153698682785e-07,0.0035,0.0055,0.000125
2.5820347250059e-07,0.00098934831339357,64,201978696.62679,4.4607130133478e-08,8.2052265806314e-09,-2.5425106287003e-07,-5.1648782312299e-09,-1.1920928955078e-07,0.0045,0.0055,0.000125
2.5820347250059e-07,0.00098934831339356,65,201978696.62679,-1.0277681353009e-07,1.9534563972527e-08,-2.0302832126617e-07,-1.1902502804422e-07,-1.6391277313232e-07,0.0055,0.0055,0.000125
2.5820347250058e-07,0.00098934831339356,66,201978696.62679,-2.1601056068041e-08,-1.3602770335418e-07,-3.911554813385e-08,-1.5709448887794e-07,-1.2293457984924e-07,0.0065,0.0055,0.000125
2.5820347250057e-07,0.00098934831339355,67,201978696.62679,-7.2062042886642e-08,9.660944834497e-08,-4.7683715820312e-07,-8.0401171590408e-08,-4.6007335186005e-07,0.0075,0.0055,0.000125
2.5820347250056e-07,0.00098934831339354,68,201978696.62679,-9.4384085227285e-08,-2.8013628408495e-07,1.7601996660233e-07,9.7334285152051e-08,4.2840838432312e-08,0.0085,0.0055,0.000125
2.5820347250059e-07,0.00098934831339354,69,201978696.62679,1.0815170959162e-07,-1.2929284192632e-07,-7.2643160820007e-08,-7.4695707071554e-08,-8.3819031715393e-08,0.0095,0.0055,0.000125
2.5820347250052e-07,0.00098934831339355,70,201978696.62679,8.3403479411372e-08,-1.3440354404155e-08,-5.4016709327698e-08,-4.7571069967763e-09,-1.6391277313232e-07,0.0105,0.0055,0.000125
2.5820347249975e-07,0.00098934831339356,71,201978696.62679,-1.9357696580648e-08,1.8029643643198e-08,2.0675361156464e-07,-4.5930171039501e-08,1.7136335372925e-07,0.0115,0.0055,0.000125
2.5820347250061e-07,0.00098934831339356,72,201978696.62679,5.4663196726252e-09,-6.813190067185e-09,-1.9185245037079e-07,-1.7131319140869e-08,-1.4342367649078e-07,0.0005,0.0005,0.000375
2.5820347250061e-07,0.00098934831339357,73,201978696.62679,-1.4515415762399e-08,-7.320934570233e-09,-1.7788261175156e-07,-2.4169159252996e-09,-1.322478055954e-07,0.0015,0.0005,0.000375
2.5820347250061e-07,0.00098934831339357,74,201978696.62679,-1.1153322291147e-08,1.8512640889635e-09,-9.8720192909241e-08,-1.0847752842791e-08,-5.9604644775391e-08,0.0025,0.0005,0.000375
2.5820347250061e-07,0.00098934831339357,75,201978696.62679,-8.4993303230682e-10,1.1433063290082e-07,-6.3329935073853e-08,5.2103812518714e-09,-2.2351741790771e-08,0.0035,0.0005,0.000375
2.5820347250061e-07,0.00098934831339357,76,201978696.62679,2.7302176327653e-09,2.3166949144419e-07,1.862645149231e-08,1.412573608214e-08,5.2154064178467e-08,0.0045,0.0005,0.000375
2.5820347250061e-07,0.00098934831339357,77,201978696.62679,4.3632079418061e-08,2.657485536113e-07,-3.2782554626465e-07,7.3570405448811e-09,-3.3900141716003e-07,0.0055,0.0005,0.000375
2.5820347250061e-07,0.00098934831339358,78,201978696.62679,5.928969098898e-08,5.0813610109248e-08,-1.4808028936386e-07,1.0386500548928e-08,-1.6763806343079e-07,0.0065,0.0005,0.000375
2.5820347250059e-07,0.00098934831339357,79,201978696.62679,-1.5417726573349e-08,-2.5923736339545e-07,8.3819031715393e-09,2.4101236245979e-08,-3.7252902984619e-08,0.0075,0.0005,0.000375
2.5820347250057e-07,0.00098934831339357,80,201978696.62679,-5.1911702802606e-08,-4.6770973516774e-08,-4.8615038394928e-07,-1.7007822862393e-08,-5.2526593208313e-07,0.0085,0.0005,0.000375
2.5820347250059e-07,0.00098934831339356,81,201978696.62679,1.9464141855343e-08,-1.8983083048443e-07,-9.4994902610779e-08,3.0675769660527e-09,-3.911554813385e-07,0.0095,0.0005,0.000375
2.5820347250048e-07,0.00098934831339353,82,201978696.62679,1.1439830151876e-08,7.5651630187916e-07,-1.8440186977386e-07,5.0351857157106e-08,1.5087425708771e-07,0.0105,0.0005,0.000375
2.5820347249959e-07,0.00098934831339348,83,201978696.62679,-4.0716094831341e-08,6.5097090381663e-07,-1.7127022147179e-06,1.1281743418862e-07,1.6484409570694e-06,0.0115,0.0005,0.000375
2.5820347250061e-07,0.00098934831339357,84,201978696.62679,-5.8740225148891e-09,-2.0927742940033e-08,-1.5180557966232e-07,-1.5653093348199e-09,-1.2293457984924e-07,0.0005,0.0015,0.000375
2.5820347250061e-07,0.00098934831339357,85,201978696.62679,6.007413148097e-09,-1.7376809397419e-08,-2.4866312742233e-07,2.2268160205602e-08,-2.1979212760925e-07,0.0015,0.0015,0.000375
2.5820347250061e-07,0.00098934831339357,86,201978696.62679,3.794339910365e-08,9.8715947101795e-08,-2.589076757431e-07,-4.0378176492923e-08,-1.9185245037079e-07,0.0025,0.0015,0.000375
2.5820347250061e-07,0.00098934831339357,87,201978696.62679,-1.9537550396604e-08,-1.0072643088737e-07,-1.322478055954e-07,-2.3381525576778e-08,-1.6018748283386e-07,0.0035,0.0015,0.000375
2.5820347250061e-07,0.00098934831339357,88,201978696.62679,1.5203471398079e-08,1.6103040611669e-07,7.6368451118469e-08,1.4818729344573e-08,1.0617077350616e-07,0.0045,0.0015,0.000375
2.5820347250061e-07,0.00098934831339357,89,201978696.62679,-3.2449827475019e-08,9.6825159217235e-08,-3.5017728805542e-07,-1.004533187192e-08,-3.5203993320465e-07,0.0055,0.0015,0.000375
2.5820347250061e-07,0.00098934831339357,90,201978696.62679,4.4637935998332e-09,-2.044911470828e-07,-1.9371509552002e-07,4.1122311757853e-08,-2.3096799850464e-07,0.0065,0.0015,0.000375
2.582034725006e-07,0.00098934831339357,91,201978696.62679,-5.7676127987121e-08,2.1753742798153e-07,1.3504177331924e-07,1.2165179999361e-08,1.564621925354e-07,0.0075,0.0015,0.000375
2.5820347250058e-07,0.00098934831339356,92,201978696.62679,8.8572967129118e-09,-9.5832986950416e-08,-3.8649886846542e-07,-1.0238368501742e-08,-4.6752393245697e-07,0.0085,0.0015,0.000375
2.5820347250061e-07,0.00098934831339356,93,201978696.62679,1.0836722857833e-08,-2.4445402642798e-07,-1.7974525690079e-07,4.5127444939542e-08,-4.2282044887543e-07,0.0095,0.0015,0.000375
2.5820347250048e-07,0.00098934831339354,94,201978696.62679,1.6681039280165e-07,-8.1316175662917e-08,-1.1548399925232e-07,2.8385762012354e-09,1.322478055954e-07,0.0105,0.0015,0.000375
2.5820347249955e-07,0.00098934831339349,95,201978696.62679,1.0054829453602e-07,7.2887335454347e-07,-1.1874362826347e-06,7.6652884761916e-08,1.6763806343079e-06,0.0115,0.0015,0.000375
2.5820347250061e-07,0.00098934831339357,96,201978696.62679,-1.2611652900299e-08,-1.0655819681508e-08,-9.9651515483856e-08,2.5417133361061e-08,-1.3597309589386e-07,0.0005,0.0025,0.000375
2.5820347250061e-07,0.00098934831339357,97,201978696.62679,-2.4614197396979e-09,-3.7438707617108e-08,-6.0535967350006e-08,2.4308929086078e-08,-8.9406967163086e-08,0.0015,0.0025,0.000375
2.5820347250061e-07,0.00098934831339357,98,201978696.62679,1.0141313747375e-08,1.896762409199e-09,-2.8777867555618e-07,-3.384621070611e-08,-2.7753412723541e-07,0.0025,0.0025,0.000375
2.5820347250061e-07,0.00098934831339357,99,201978696.62679,7.6048471894554e-09,-4.9181834615526e-08,-2.0395964384079e-07,-1.6532629901639e-08,-2.1792948246002e-07,0.0035,0.0025,0.000375
2.5820347250061e-07,0.00098934831339357,100,201978696.62679,9.6956633552386e-09,-1.2475681736755e-07,-8.847564458847e-08,-3.5045778643687e-09,1.862645149231e-09,0.0045,0.0025,0.000375
2.5820347250061e-07,0.00098934831339357,101,201978696.62679,-4.9049685265281e-08,-2.1068728668991e-07,-2.6822090148926e-07,6.9099899734314e-08,-2.7939677238464e-07,0.0055,0.0025,0.000375
2.5820347250061e-07,0.00098934831339357,102,201978696.62679,1.2750475206787e-08,-6.5023305592317e-08,1.145526766777e-07,4.0478082889058e-08,8.0093741416931e-08,0.0065,0.0025,0.000375
2.5820347250061e-07,0.00098934831339357,103,201978696.62679,-8.5890714454652e-08,2.6153865354888e-07,-1.7695128917694e-08,-3.2128372952949e-08,-1.4901161193848e-08,0.0075,0.0025,0.000375
2.582034725006e-07,0.00098934831339356,104,201978696.62679,-1.4300825991752e-07,4.7621674441616e-07,-1.0430812835693e-07,-1.3664019359589e-09,-1.7508864402771e-07,0.0085,0.0025,0.000375
2.5820347250063e-07,0.00098934831339355,105,201978696.62679,-4.9710268908411e-08,1.380173475732e-07,-7.7299773693085e-08,4.0187114808116e-08,-2.2724270820618e-07,0.0095,0.0025,0.000375
2.5820347250049e-07,0.00098934831339354,106,201978696.62679,-9.5137675678229e-08,-2.2932791552455e-07,-2.8591603040695e-07,4.0848575195538e-08,-2.4400651454926e-07,0.0105,0.0025,0.000375
2.5820347249949e-07,0.0009893483133935,107,201978696.62679,-2.9770268153688e-08,1.7602591323815e-07,-7.5995922088623e-07,-3.8823807870104e-09,8.0280005931854e-07,0.0115,0.0025,0.000375
2.582034725006e-07,0.00098934831339357,108,201978696.62679,-6.8411090106459e-09,1.253385429591e-08,-1.7043203115463e-07,-6.3376672321367e-08,-1.9185245037079e-07,0.0005,0.0035,0.000375
2.582034725006e-07,0.00098934831339357,109,201978696.62679,2.5066559786272e-08,5.1025668655191e-08,-5.9604644775391e-08,-5.7798834027715e-08,-2.2351741790771e-08,0.0015,0.0035,0.000375
2.582034725006e-07,0.00098934831339357,110,201978696.62679,-3.1262059930265e-08,1.5840025966249e-07,-2.3283064365387e-07,1.9330992032889e-08,-2.2910535335541e-07,0.0025,0.0035,0.000375
2.582034725006e-07,0.00098934831339357,111,201978696.62679,2.3422273604912e-09,5.291477058888e-08,-4.0046870708466e-08,9.4914494070566e-08,-6.7055225372314e-08,0.0035,0.0035,0.000375
2.582034725006e-07,0.00098934831339357,112,201978696.62679,2.8928648226461e-08,-1.9574130490231e-07,-1.024454832077e-07,2.4574385839986e-08,-6.3329935073853e-08,0.0045,0.0035,0.000375
2.5820347250061e-07,0.00098934831339357,113,201978696.62679,2.277229017385e-08,-3.9770206417686e-07,-9.8720192909241e-08,4.715554219365e-08,-1.6391277313232e-07,0.0055,0.0035,0.000375
2.5820347250061e-07,0.00098934831339357,114,201978696.62679,-2.8222415200481e-08,-7.4941000272615e-09,-8.5681676864624e-08,-5.6217411603177e-08,-1.024454832077e-07,0.0065,0.0035,0.000375
2.5820347250061e-07,0.00098934831339356,115,201978696.62679,-8.969804011782e-08,3.510612273152e-07,-2.7567148208618e-07,-3.5170771310062e-08,-3.0733644962311e-07,0.0075,0.0035,0.000375
2.5820347250062e-07,0.00098934831339355,116,201978696.62679,-6.7413594274687e-08,-8.3430249347712e-08,1.6670674085617e-07,-1.4954377657684e-08,6.3329935073853e-08,0.0085,0.0035,0.000375
2.5820347250066e-07,0.00098934831339354,117,201978696.62679,-5.6955730428351e-08,-9.2790345491131e-08,1.2759119272232e-07,7.2535826741208e-08,-1.862645149231e-09,0.0095,0.0035,0.000375
2.5820347250052e-07,0.00098934831339354,118,201978696.62679,1.2249100344053e-08,1.8201436826053e-07,-4.0978193283081e-08,4.6847155376419e-08,-2.8312206268311e-07,0.0105,0.0035,0.000375
2.5820347249942e-07,0.00098934831339353,119,201978696.62679,1.2271977316779e-07,8.3383058724068e-08,-3.7346035242081e-07,-1.2114574759206e-07,1.4528632164001e-07,0.0115,0.0035,0.000375
2.582034725006e-07,0.00098934831339357,120,201978696.62679,-9.9437384753529e-09,-6.3488082219421e-09,-6.0535967350006e-08,6.0794613115066e-08,-9.4994902610779e-08,0.0005,0.0045,0.000375
2.582034725006e-07,0.00098934831339357,121,201978696.62679,-1.40552888602e-08,7.1972127032217e-08,9.3132257461547e-10,9.4990768091236e-08,-1.4901161193848e-08,0.0015,0.0045,0.000375
2.582034725006e-07,0.00098934831339357,122,201978696.62679,-6.3575564621783e-09,1.2315340310417e-07,-7.4505805969238e-09,5.0918102368015e-08,-3.3527612686157e-08,0.0025,0.0045,0.000375
2.582034725006e-07,0.00098934831339357,123,201978696.62679,1.4741037668513e-08,4.123705803979e-08,6.2398612499237e-08,-1.084765463415e-07,8.9406967163086e-08,0.0035,0.0045,0.000375
2.582034725006e-07,0.00098934831339357,124,201978696.62679,-3.9172093318983e-08,-1.3155847795482e-07,-3.4458935260773e-08,-3.9403209336288e-08,-7.4505805969238e-09,0.0045,0.0045,0.000375
2.582034725006e-07,0.00098934831339357,125,201978696.62679,-5.996382003566e-08,-1.5628943316666e-07,1.3969838619232e-08,5.5070295731148e-08,-1.1175870895386e-08,0.0055,0.0045,0.000375
2.582034725006e-07,0.00098934831339356,126,201978696.62679,-2.5911698755481e-08,-1.4967761237997e-07,-2.7287751436234e-07,1.2155324673216e-07,-2.1606683731079e-07,0.0065,0.0045,0.000375
2.582034725006e-07,0.00098934831339356,127,201978696.62679,7.150388929378e-08,2.3969751226052e-07,-3.129243850708e-07,6.3266851188626e-08,-2.644956111908e-07,0.0075,0.0045,0.000375
2.5820347250061e-07,0.00098934831339355,128,201978696.62679,9.1314577938645e-09,-4.9530107450078e-07,1.6670674085617e-07,3.260950052375e-08,1.9371509552002e-07,0.0085,0.0045,0.000375
2.5820347250067e-07,0.00098934831339354,129,201978696.62679,6.5712833653748e-08,-1.4472954207573e-08,5.4016709327698e-08,-5.6969032888626e-09,2.6077032089233e-08,0.0095,0.0045,0.000375
2.5820347250056e-07,0.00098934831339354,130,201978696.62679,2.2909435034154e-07,3.9980012541785e-07,1.806765794754e-07,9.0804825761944e-09,-7.0780515670776e-08,0.0105,0.0045,0.000375
2.5820347249944e-07,0.00098934831339355,131,201978696.62679,1.3438249134886e-07,-3.0729387138852e-07,-9.3132257461548e-08,2.0120525553578e-08,9.3132257461548e-09,0.0115,0.0045,0.000375
2.582034725006e-07,0.00098934831339357,132,201978696.62679,4.9960904171271e-09,-1.8437396633341e-08,-9.1269612312317e-08,-7.00380973828e-08,-1.2665987014771e-07,0.0005,0.0055,0.000375
2.582034725006e-07,0.00098934831339357,133,201978696.62679,-2.2233418822271e-08,1.0160169761059e-07,-2.1234154701233e-07,-3.2121577912379e-08,-2.1420419216156e-07,0.0015,0.0055,0.000375
2.582034725006e-07,0.00098934831339357,134,201978696.62679,-3.1341424813691e-08,1.9259791650764e-07,-2.2351741790771e-07,-5.359786679572e-08,-2.644956111908e-07,0.0025,0.0055,0.000375
2.5820347250059e-07,0.00098934831339357,135,201978696.62679,4.5388191886138e-08,1.1708877018643e-07,7.4505805969238e-08,-6.3986996309075e-08,5.0291419029236e-08,0.0035,0.0055,0.000375
2.5820347250059e-07,0.00098934831339357,136,201978696.62679,2.660862099416e-08,2.3534993780508e-07,-1.8160790205002e-07,-1.0503200873848e-07,-7.2643160820007e-08,0.0045,0.0055,0.000375
