scope,field,samples,relative_l2_percent,relative_absolute_peak_percent,maximum_pointwise_relative_percent,maximum_absolute_difference,worst_relative_sample,worst_relative_reference_norm,worst_relative_absolute_difference,worst_absolute_sample,zero_reference_samples,maximum_zero_reference_absolute_difference,zero_absolute_tolerance,strict_0_1_percent_passed
all_frames,contact_gap,8320,0.0012878366766716533,0.00157224943767503,0.00911605521793516,3.0985974900931714e-10,t=0.25 node=251,1.0424760090208399e-07,9.503268861606647e-12,t=1 node=1740,0,0.0,1e-10,1
final,contact_gap,416,0.002153428291320518,0.00157224943767503,0.005342872737548583,3.0985974900931714e-10,t=1 node=1950,5.09627302599598e-06,2.722873821369814e-10,t=1 node=1740,0,0.0,1e-10,1
all_frames,contact_pressure,8320,0.0012884186191073237,0.0014300846993186296,0.006622270033576418,2.5888931546433014,t=0.25 node=2245,508.92726015018343,0.0337025374416271,t=1 node=1740,1808,0.0,0.0001,1
final,contact_pressure,416,0.002120127311993978,0.0014300846993186296,0.005372879438736964,2.5888931546433014,t=1 node=51,47171.865207910756,2.534487446624553,t=1 node=1740,0,0.0,0.0001,1
all_frames,contact_normal_force,8320,0.0012170304693637259,0.0029647101138098667,0.0050065777448931505,1.8792571829909882e-06,t=1 node=1738,0.01892544301490863,9.475170181068507e-07,t=1 node=1952,1712,0.0,1e-05,1
final,contact_normal_force,416,0.002040823772554076,0.0029647101138098667,0.0050065777448931505,1.8792571829909882e-06,t=1 node=1738,0.01892544301490863,9.475170181068507e-07,t=1 node=1952,0,0.0,1e-05,1
all_frames,contact_tangential_force,8320,0.001217774635595279,0.003024978001705581,0.00504595031180709,3.834913744540721e-09,t=1 node=1935,3.785847421279242e-05,1.910319797585806e-09,t=1 node=1846,1712,0.0,1e-05,1
final,contact_tangential_force,416,0.0020416624761324413,0.003024978001705581,0.00504595031180709,3.834913744540721e-09,t=1 node=1935,3.785847421279242e-05,1.910319797585806e-09,t=1 node=1846,0,0.0,1e-05,1
all_frames,contact_slip,8320,0.0035763910502268777,0.004764642685533923,100.0,2.5353335283789806e-08,t=0.0500000007451 node=25,4.8601755407295594e-21,4.8601755407295594e-21,t=1 node=114,0,0.0,1e-12,0
final,contact_slip,416,0.003687291677732832,0.004764642685533923,0.005469736192106008,2.5353335283789806e-08,t=1 node=25,0.0003758105257046167,2.0555844338209273e-08,t=1 node=114,0,0.0,1e-12,1
all_frames,contact_heat_rate,20,0.10620323133152852,0.17173971682941944,0.17173971682941944,0.02464543118851914,t=1,14.35045523744413,0.02464543118851914,t=1,0,0.0,1e-07,0
final,contact_heat_rate,1,0.17173971682941944,0.17173971682941944,0.17173971682941944,0.02464543118851914,t=1,14.35045523744413,0.02464543118851914,t=1,0,0.0,1e-07,0
all_frames,fuel_stress,102400,0.07136963529879242,0.10119425836758306,0.6853389980552147,194831.45033912145,t=1 element=575 point=5,9484377.821199462,65000.13993157939,t=1 element=617 point=6,0,0.0,0.0001,0
final,fuel_stress,5120,0.11356892652861363,0.10119425836758306,0.6853389980552147,194831.45033912145,t=1 element=575 point=5,9484377.821199462,65000.13993157939,t=1 element=617 point=6,0,0.0,0.0001,0
all_frames,fuel_equivalent_stress,102400,0.05816275211399324,0.06514162367376153,0.6777931108321575,143804.7264747247,t=1 element=215 point=5,1915867.772113541,12985.619772039121,t=1 element=617 point=8,0,0.0,0.0001,0
final,fuel_equivalent_stress,5120,0.09318124939319414,0.06514162367376153,0.6777931108321575,143804.7264747247,t=1 element=215 point=5,1915867.772113541,12985.619772039121,t=1 element=617 point=8,0,0.0,0.0001,0
all_frames,cladding_stress,81920,0.0008853347524901536,0.0014356441505248704,0.01224714409463644,1848.5757119050995,t=0.25 element=1150 point=5,12176689.817253545,1491.2967478759645,t=0.550000011921 element=1140 point=7,0,0.0,0.0001,1
final,cladding_stress,4096,0.0014525581142406732,0.0011678491986384617,0.0029126349609121544,1503.7554138897285,t=1 element=928 point=5,50947815.56392368,1483.923887935885,t=1 element=896 point=1,0,0.0,0.0001,1
all_frames,cladding_equivalent_stress,81920,0.0002031049939707564,0.0005428817195101891,0.0019292843497803567,589.5090661123395,t=0.25 element=1152 point=5,15726438.67340768,303.4077201038599,t=0.550000011921 element=1137 point=7,0,0.0,0.0001,1
final,cladding_equivalent_stress,4096,0.0003468872361206201,0.0005428817195101891,0.0007077081169803369,392.46496146917343,t=1 element=1140 point=5,55455766.58690178,392.46496146917343,t=1 element=1140 point=5,0,0.0,0.0001,1
all_frames,fuel_elastic_strain,102400,0.06672998060879005,0.10769308707469978,0.3621435786227955,8.2335915452912e-07,t=1 element=617 point=6,0.00022735710451094902,8.2335915452912e-07,t=1 element=617 point=6,0,0.0,1e-12,0
final,fuel_elastic_strain,5120,0.10626473728077221,0.10769308707469978,0.3621435786227955,8.2335915452912e-07,t=1 element=617 point=6,0.00022735710451094902,8.2335915452912e-07,t=1 element=617 point=6,0,0.0,1e-12,0
all_frames,cladding_elastic_strain,81920,0.0006180715843811179,0.0032008531959196013,0.007799982635544316,3.203876228549808e-08,t=0.0500000007451 element=690 point=1,2.00507710747477e-05,1.5639566621230633e-09,t=0.550000011921 element=1140 point=7,0,0.0,1e-12,1
final,cladding_elastic_strain,4096,0.0010209658788584328,0.0016288147950399763,0.0019617961666685536,1.630353122471002e-08,t=1 element=920 point=5,0.0008190943934284093,1.6068962411675576e-08,t=1 element=888 point=1,0,0.0,1e-12,1
all_frames,fuel_plastic_strain,102400,nan,nan,nan,0.0,t=0.0500000007451 element=1 point=1,0.0,0.0,t=0.0500000007451 element=1 point=1,102400,0.0,1e-12,1
final,fuel_plastic_strain,5120,nan,nan,nan,0.0,t=1 element=1 point=1,0.0,0.0,t=1 element=1 point=1,5120,0.0,1e-12,1
all_frames,cladding_plastic_strain,81920,0.0002504450110846859,0.0008862039254942959,0.009453496623139396,3.632345775744185e-08,t=0.0500000007451 element=698 point=1,3.38870422154646e-05,3.203510391520768e-09,t=0.550000011921 element=1145 point=8,0,0.0,1e-12,1
final,cladding_plastic_strain,4096,0.000415374655438078,0.0005850111268554508,0.0011822074563095143,2.397825866333764e-08,t=1 element=669 point=2,0.0002884613690462409,3.410211813437165e-09,t=1 element=1140 point=5,0,0.0,1e-12,1
all_frames,fuel_creep_strain,102400,nan,nan,nan,0.0,t=0.0500000007451 element=1 point=1,0.0,0.0,t=0.0500000007451 element=1 point=1,102400,0.0,1e-12,1
final,fuel_creep_strain,5120,nan,nan,nan,0.0,t=1 element=1 point=1,0.0,0.0,t=1 element=1 point=1,5120,0.0,1e-12,1
all_frames,cladding_creep_strain,81920,0.0005039943950425502,0.000813323536419254,0.010076904877703392,7.546635540816743e-10,t=0.0500000007451 element=698 point=1,1.8915883368422745e-10,1.9061355738132765e-14,t=1 element=648 point=7,0,0.0,1e-12,1
final,cladding_creep_strain,4096,0.0006703854836556193,0.000813323536419254,0.0010353087529420117,7.546635540816743e-10,t=1 element=913 point=2,6.137065777952282e-05,6.353757917294873e-10,t=1 element=648 point=7,0,0.0,1e-12,1
all_frames,cladding_equiv_plastic,81920,0.0002086203533705708,0.000550945213232772,0.004388739556991304,2.94754533124858e-08,t=0.0500000007451 element=693 point=2,3.410340185494108e-05,1.4967094874875054e-09,t=0.550000011921 element=1137 point=7,0,0.0,1e-12,1
final,cladding_equiv_plastic,4096,0.00035359126545061125,0.000550945213232772,0.0007207041350293543,1.9623248077686728e-08,t=1 element=1140 point=5,0.002722788329345089,1.9623248077686728e-08,t=1 element=1140 point=5,0,0.0,1e-12,1
all_frames,cladding_equiv_creep,81920,0.00035741092054980734,0.0008134123610477113,0.005338723936150744,6.182058911958837e-10,t=0.0500000007451 element=693 point=2,1.9036656190078995e-10,1.0163145206624696e-14,t=1 element=647 point=8,0,0.0,1e-12,1
final,cladding_equiv_creep,4096,0.0004800559241149589,0.0008134123610477113,0.0009212818681034236,6.182058911958837e-10,t=1 element=724 point=5,2.5813681916053205e-05,2.378167709824906e-10,t=1 element=647 point=8,0,0.0,1e-12,1
