scope,field,samples,relative_l2_percent,relative_absolute_peak_percent,maximum_pointwise_relative_percent,maximum_absolute_difference,worst_relative_sample,worst_relative_reference_norm,worst_relative_absolute_difference,worst_absolute_sample,zero_reference_samples,maximum_zero_reference_absolute_difference,zero_absolute_tolerance,strict_0_1_percent_passed
final,contact_gap,416,0.002036207434612018,0.0011040457771249767,0.005623458735139479,3.309013990397523e-10,t=1 node=1740,5.884303853285853e-06,3.309013990397523e-10,t=1 node=1740,0,0.0,1e-10,1
all_frames,contact_pressure,8320,0.0016833286585819572,0.0009518511536521275,0.28231605687256506,2.9027824914082885,t=0.300000011921 node=1947,288.5833469869331,0.814717126004382,t=1 node=118,1808,0.0,0.0001,0
final,contact_pressure,416,0.002004449071037356,0.0009518511536521275,0.0054486171139182535,2.9027824914082885,t=1 node=51,47171.865207910756,2.570214320672676,t=1 node=118,0,0.0,0.0001,1
all_frames,contact_normal_force,8320,0.0016165753953910173,0.0031866738874331588,0.1912994472260528,2.019954586761544e-06,t=0.300000011921 node=1947,0.00017811274434857932,3.4072869537798484e-07,t=1 node=1740,1712,0.0,1e-05,0
final,contact_normal_force,416,0.0019155617577100291,0.0031866738874331588,0.0052998148086911365,2.019954586761544e-06,t=1 node=1950,0.01892544301490904,1.0030134315145516e-06,t=1 node=1740,0,0.0,1e-05,1
all_frames,contact_tangential_force,8320,0.0016171436092490704,0.0032512058938236224,0.1912996638884546,4.121713996440996e-09,t=0.300000011921 node=1841,3.632043915668068e-07,6.948087802954079e-10,t=1 node=1846,1712,0.0,1e-05,0
final,contact_tangential_force,416,0.0019165074013083928,0.0032512058938236224,0.005337086017821635,4.121713996440996e-09,t=1 node=1721,3.785847421279535e-05,2.02053933377171e-09,t=1 node=1846,0,0.0,1e-05,1
all_frames,contact_slip,8320,0.0035759331387072955,0.004780537687867572,100.0,2.543791483153326e-08,t=0.0500000007451 node=25,4.8601755407295594e-21,4.8601755407295594e-21,t=1 node=114,0,0.0,1e-12,0
final,contact_slip,416,0.0036858686167369464,0.004780537687867572,0.0054245919201762185,2.543791483153326e-08,t=1 node=51,0.00037581052570461663,2.0386187412544404e-08,t=1 node=114,0,0.0,1e-12,1
all_frames,contact_heat_rate,20,0.12719262654429703,0.17580562207094685,3.358881491087079,0.025228907100201425,t=0.15000000596,0.5431032401933267,0.01824219421234785,t=1,0,0.0,1e-07,0
final,contact_heat_rate,1,0.17580562207094685,0.17580562207094685,0.17580562207094685,0.025228907100201425,t=1,14.35045523744413,0.025228907100201425,t=1,0,0.0,1e-07,0
all_frames,fuel_stress,102400,0.070769578319599,0.10104626666101249,2.481348194541883,194546.51876993527,t=0.15000000596 element=634 point=7,244992.93631494016,6079.1278020059135,t=1 element=617 point=6,0,0.0,0.0001,0
final,fuel_stress,5120,0.11134024502486292,0.10104626666101249,0.6862946227231322,194546.51876993527,t=1 element=574 point=7,9484377.820299279,65090.77497945937,t=1 element=617 point=6,0,0.0,0.0001,0
all_frames,fuel_equivalent_stress,102400,0.05695295555707149,0.05918052185328446,1.7170716737701666,143631.8170010969,t=0.15000000596 element=639 point=6,858230.920769255,14736.44003606576,t=1 element=597 point=8,0,0.0,0.0001,0
final,fuel_equivalent_stress,5120,0.09042875660859274,0.05918052185328446,0.7177716015154963,143631.8170010969,t=1 element=234 point=7,1915867.7729700948,13751.554796966724,t=1 element=597 point=8,0,0.0,0.0001,0
all_frames,cladding_stress,81920,0.0011465264659182724,0.0014424858691606912,0.01883141721988109,1857.3853008922054,t=0.25 element=728 point=5,7983798.763945586,1503.4624552343025,t=0.300000011921 element=728 point=5,0,0.0,0.0001,1
final,cladding_stress,4096,0.0015094130636175446,0.0011987946083058352,0.0029970076354161094,1543.6015921262685,t=1 element=952 point=1,50526164.486895375,1514.2730075551572,t=1 element=896 point=5,0,0.0,0.0001,1
all_frames,cladding_equivalent_stress,81920,0.0003713798995655599,0.0005209529018705562,0.006981929082489917,670.5546245276928,t=0.25 element=727 point=5,9604145.45328721,670.5546245276928,t=0.25 element=727 point=5,0,0.0,0.0001,1
final,cladding_equivalent_stress,4096,0.00045708573717564635,0.0005209529018705562,0.0009944879422226073,459.1810160204768,t=1 element=693 point=6,36116305.49448933,359.17230331897736,t=1 element=1140 point=5,0,0.0,0.0001,1
all_frames,fuel_elastic_strain,102400,0.0665196324919917,0.10753050310902475,1.7605274821693149,8.221161314145041e-07,t=0.15000000596 element=597 point=6,4.893322828039945e-06,8.614829317890796e-08,t=1 element=617 point=6,0,0.0,1e-12,0
final,fuel_elastic_strain,5120,0.10403952651575148,0.10753050310902475,0.361596851430219,8.221161314145041e-07,t=1 element=617 point=6,0.00022735710451094902,8.221161314145041e-07,t=1 element=617 point=6,0,0.0,1e-12,0
all_frames,cladding_elastic_strain,81920,0.0008177125071942157,0.00316101342367272,0.013593019639076973,3.163998829793959e-08,t=0.25 element=728 point=5,0.00013602996522998824,1.849057988874188e-08,t=0.550000011921 element=1144 point=7,0,0.0,1e-12,1
final,cladding_elastic_strain,4096,0.0010683218341274335,0.001667055236156813,0.002016168332841835,1.6686296796151023e-08,t=1 element=920 point=5,0.0008190943934284093,1.65143217763865e-08,t=1 element=896 point=5,0,0.0,1e-12,1
all_frames,fuel_plastic_strain,102400,nan,nan,nan,0.0,t=0.0500000007451 element=1 point=1,0.0,0.0,t=0.0500000007451 element=1 point=1,102400,0.0,1e-12,1
final,fuel_plastic_strain,5120,nan,nan,nan,0.0,t=1 element=1 point=1,0.0,0.0,t=1 element=1 point=1,5120,0.0,1e-12,1
all_frames,cladding_plastic_strain,81920,0.0004519032997876728,0.0017086017305009342,0.010118078313058531,7.003164959749685e-08,t=0.300000011921 element=728 point=5,0.0006921437789932209,7.003164959749685e-08,t=0.300000011921 element=728 point=5,0,0.0,1e-12,1
final,cladding_plastic_strain,4096,0.0004275705716372458,0.000616760009183531,0.0013338165175968025,2.527957222437471e-08,t=1 element=660 point=1,0.00028846548505357143,3.8476002872102714e-09,t=1 element=1140 point=5,0,0.0,1e-12,1
all_frames,fuel_creep_strain,102400,nan,nan,nan,0.0,t=0.0500000007451 element=1 point=1,0.0,0.0,t=0.0500000007451 element=1 point=1,102400,0.0,1e-12,1
final,fuel_creep_strain,5120,nan,nan,nan,0.0,t=1 element=1 point=1,0.0,0.0,t=1 element=1 point=1,5120,0.0,1e-12,1
all_frames,cladding_creep_strain,81920,0.0009349091380617025,0.0011844510619543384,0.019131694213848586,1.0990239529838272e-09,t=0.25 element=724 point=5,6.44376832145223e-08,1.2328020511090846e-11,t=1 element=817 point=6,0,0.0,1e-12,1
final,cladding_creep_strain,4096,0.001072676821479746,0.0011844510619543384,0.003431704058903024,1.0990239529838272e-09,t=1 element=691 point=2,3.03498518430176e-06,1.0415170975678892e-10,t=1 element=817 point=6,0,0.0,1e-12,1
all_frames,cladding_equiv_plastic,81920,0.0003810861634126055,0.0005286906841983519,0.007793390153056827,3.352773122555861e-08,t=0.25 element=727 point=5,0.00043020727266436054,3.352773122555861e-08,t=0.25 element=727 point=5,0,0.0,1e-12,1
final,cladding_equiv_plastic,4096,0.0004659194902615725,0.0005286906841983519,0.0010228077753050568,2.2959050799842978e-08,t=1 element=693 point=6,0.0017558152747244667,1.7958615149875692e-08,t=1 element=1140 point=5,0,0.0,1e-12,1
all_frames,cladding_equiv_creep,81920,0.0008306390346156062,0.000834743617359281,0.016818050001500443,7.681640967440633e-10,t=0.25 element=727 point=5,5.44266169863406e-08,9.153495658887896e-12,t=1 element=817 point=6,0,0.0,1e-12,1
final,cladding_equiv_creep,4096,0.0009375101970792234,0.000834743617359281,0.0034423784384295763,7.681640967440633e-10,t=1 element=704 point=2,2.6412830173143675e-06,9.092295708593192e-11,t=1 element=817 point=6,0,0.0,1e-12,1
